Em,IDSessao,Pedido,IP,Pageviews
05/05/2017 01:31:00,2091823676,,"54.236.1.11",0
05/05/2017 01:29:00,2091823093,,"54.236.1.11",0
05/05/2017 01:22:00,2091821075,,"157.55.39.75",0
05/05/2017 01:18:00,2091819839,,"52.44.254.191",1
05/05/2017 01:18:00,2091819833,,"52.44.254.191",1
05/05/2017 01:15:00,2091819190,,"66.249.64.214",0
05/05/2017 01:07:00,2091816908,,"157.55.39.72",0
05/05/2017 01:00:00,2091814785,,"173.194.94.99",1
05/05/2017 00:55:00,2091812870,,"157.55.39.74",0
05/05/2017 00:52:00,2091811980,,"168.90.210.230",36
05/05/2017 00:41:00,2091808257,,"66.249.64.210",0
05/05/2017 00:39:00,2091807454,,"157.55.39.72",0
05/05/2017 00:36:00,2091806501,,"177.44.54.64",2
05/05/2017 00:28:00,2091803628,,"67.227.147.192",1
05/05/2017 00:23:00,2091801923,,"66.249.64.210",0
05/05/2017 00:23:00,2091801913,,"66.249.64.210",0
05/05/2017 00:23:00,2091801900,,"66.249.64.210",0
05/05/2017 00:22:00,2091801627,,"177.107.246.217",2
05/05/2017 00:22:00,2091801277,,"170.79.236.2",0
05/05/2017 00:17:00,2091799561,,"66.249.64.218",0
05/05/2017 00:16:00,2091799163,,"189.6.17.166",2
05/05/2017 00:16:00,2091798976,,"66.249.64.218",0
05/05/2017 00:12:00,2091797506,,"54.236.1.13",0
05/05/2017 00:11:00,2091797086,,"54.236.1.14",0
05/05/2017 00:10:00,2091796769,,"199.30.25.40",0
05/05/2017 00:09:00,2091796437,,"75.126.10.150",1
05/05/2017 00:08:00,2091796204,,"54.236.1.13",0
05/05/2017 00:08:00,2091796197,,"191.189.10.6",1
04/05/2017 23:59:00,2091792484,,"168.181.5.209",44
04/05/2017 23:54:00,2091790573,,"201.33.43.90",9
04/05/2017 23:47:00,2091787295,,"66.249.64.218",0
04/05/2017 23:46:00,2091787119,,"131.253.27.56",0
04/05/2017 23:44:00,2091786311,,"157.55.39.74",0
04/05/2017 23:44:00,2091786291,,"66.249.64.210",0
04/05/2017 23:44:00,2091786079,,"66.249.64.214",0
04/05/2017 23:43:00,2091785476,,"157.55.39.72",0
04/05/2017 23:40:00,2091784298,,"157.55.39.74",0
04/05/2017 23:32:00,2091780777,,"201.148.187.114",32
04/05/2017 23:32:00,2091780498,,"157.55.39.75",0
04/05/2017 23:31:00,2091780317,,"157.55.39.73",0
04/05/2017 23:28:00,2091778862,,"157.55.39.75",0
04/05/2017 23:28:00,2091778474,,"177.1.10.246",3
04/05/2017 23:26:00,2091777567,,"189.79.8.124",1
04/05/2017 23:25:00,2091777238,,"157.55.39.74",0
04/05/2017 23:23:00,2091776264,,"189.103.89.88",0
04/05/2017 23:15:00,2091771490,,"177.195.180.55",17
04/05/2017 23:12:00,2091770405,,"201.6.135.143",3
04/05/2017 23:06:00,2091767475,,"66.249.64.218",0
04/05/2017 23:05:00,2091767373,,"186.206.230.52",1
04/05/2017 23:04:00,2091766915,,"66.249.64.214",0
04/05/2017 23:01:00,2091765306,,"189.92.213.60",1
04/05/2017 22:57:00,2091763183,,"138.204.193.74",11
04/05/2017 22:56:00,2091763132,,"66.249.64.210",0
04/05/2017 22:52:00,2091761096,,"66.249.64.214",0
04/05/2017 22:51:00,2091760479,,"189.99.204.88",1
04/05/2017 22:48:00,2091759310,,"189.41.196.188",31
04/05/2017 22:44:00,2091756789,,"177.13.225.39",9
04/05/2017 22:40:00,2091755201,,"168.197.128.142",4
04/05/2017 22:39:00,2091754563,,"187.34.31.77",4
04/05/2017 22:39:00,2091754362,,"177.177.100.180",3
04/05/2017 22:36:00,2091753296,,"179.99.248.251",12
04/05/2017 22:36:00,2091752831,,"66.249.64.210",0
04/05/2017 22:33:00,2091751377,,"168.197.128.142",11
04/05/2017 22:24:00,2091744887,,"157.55.39.74",0
04/05/2017 22:21:00,2091743404,,"66.249.64.214",0
04/05/2017 22:18:00,2091742198,,"177.130.71.199",8
04/05/2017 22:16:00,2091741278,,"66.249.64.214",0
04/05/2017 22:14:00,2091740083,,"177.8.203.31",6
04/05/2017 22:12:00,2091739423,,"66.249.64.210",0
04/05/2017 22:07:00,2091737041,,"186.235.63.3",2
04/05/2017 22:02:00,2091735055,,"177.193.253.233",3
04/05/2017 21:56:00,2091731960,,"187.65.172.37",1
04/05/2017 21:48:00,2091727646,,"199.30.25.80",0
04/05/2017 21:45:00,2091726512,,"66.249.64.214",0
04/05/2017 21:45:00,2091726319,,"187.15.201.186",37
04/05/2017 21:43:00,2091725637,,"187.104.114.110",2
04/05/2017 21:42:00,2091724991,,"177.53.200.5",2
04/05/2017 21:42:00,2091724828,,"186.232.239.130",4
04/05/2017 21:41:00,2091724546,,"189.103.120.31",1
04/05/2017 21:41:00,2091724287,,"177.178.182.11",2
04/05/2017 21:37:00,2091722919,,"54.236.1.11",0
04/05/2017 21:31:00,2091719498,,"66.249.64.210",0
04/05/2017 21:30:00,2091719175,,"187.63.8.73",4
04/05/2017 21:28:00,2091718221,,"66.249.64.210",0
04/05/2017 21:28:00,2091718199,,"66.249.64.210",0
04/05/2017 21:28:00,2091718176,,"66.249.64.210",0
04/05/2017 21:25:00,2091716600,,"54.236.1.11",0
04/05/2017 21:25:00,2091716592,,"187.7.219.192",1
04/05/2017 21:25:00,2091716516,,"66.249.64.214",0
04/05/2017 21:25:00,2091716355,,"66.249.64.214",0
04/05/2017 21:24:00,2091716116,,"66.249.64.218",0
04/05/2017 21:24:00,2091716016,,"199.30.24.91",0
04/05/2017 21:24:00,2091715978,,"157.55.39.74",0
04/05/2017 21:23:00,2091715516,,"66.249.64.218",0
04/05/2017 21:20:00,2091714172,,"131.253.25.128",0
04/05/2017 21:17:00,2091712244,,"186.223.247.44",3
04/05/2017 21:11:00,2091708830,,"186.233.69.86",9
04/05/2017 21:10:00,2091708391,,"66.249.64.210",0
04/05/2017 21:09:00,2091708146,,"186.233.69.86",0
04/05/2017 21:06:00,2091706453,,"177.133.63.241",1
04/05/2017 21:06:00,2091706127,,"191.187.80.131",2
04/05/2017 21:00:00,2091703280,,"157.55.39.73",0
04/05/2017 21:00:00,2091702866,,"186.237.153.178",7
04/05/2017 20:59:00,2091702744,,"191.5.18.173",3
04/05/2017 20:57:00,2091701324,,"66.249.64.210",0
04/05/2017 20:56:00,2091700910,,"191.241.163.11",2
04/05/2017 20:56:00,2091700888,,"157.55.12.80",0
04/05/2017 20:56:00,2091700701,,"179.253.159.50",2
04/05/2017 20:54:00,2091700040,,"66.249.64.214",0
04/05/2017 20:54:00,2091699796,,"200.101.163.107",3
04/05/2017 20:52:00,2091698741,,"157.55.39.75",0
04/05/2017 20:47:00,2091696299,,"179.187.192.250",2
04/05/2017 20:46:00,2091696194,,"199.30.25.80",0
04/05/2017 20:46:00,2091696166,,"157.55.39.73",0
04/05/2017 20:43:00,2091694405,,"201.52.114.133",1
04/05/2017 20:31:00,2091688859,,"187.20.11.207",2
04/05/2017 20:27:00,2091686969,,"66.249.64.218",0
04/05/2017 20:26:00,2091686641,,"179.210.150.222",8
04/05/2017 20:25:00,2091686300,,"177.65.31.181",2
04/05/2017 20:24:00,2091685676,,"54.236.1.11",0
04/05/2017 20:24:00,2091685638,,"189.25.135.188",1
04/05/2017 20:22:00,2091684829,,"157.55.39.74",0
04/05/2017 20:22:00,2091684613,,"54.236.1.13",0
04/05/2017 20:19:00,2091683201,,"179.205.144.98",5
04/05/2017 20:19:00,2091683000,,"157.55.39.74",0
04/05/2017 20:15:00,2091681232,,"200.138.196.10",1
04/05/2017 20:10:00,2091679105,,"189.26.173.154",6
04/05/2017 20:08:00,2091678026,,"157.55.39.73",0
04/05/2017 20:04:00,2091676451,,"177.191.47.195",2
04/05/2017 20:01:00,2091675132,,"186.237.159.228",1
04/05/2017 20:01:00,2091674966,,"191.39.21.153",1
04/05/2017 19:55:00,2091672155,,"157.55.39.72",0
04/05/2017 19:52:00,2091670888,,"177.79.30.131",17
04/05/2017 19:51:00,2091670262,,"191.17.171.132",13
04/05/2017 19:51:00,2091670249,,"191.17.171.132",0
04/05/2017 19:48:00,2091669242,,"66.249.64.218",0
04/05/2017 19:48:00,2091669003,,"179.104.64.206",2
04/05/2017 19:45:00,2091667694,,"186.205.20.1",14
04/05/2017 19:45:00,2091667604,,"177.33.23.84",5
04/05/2017 19:44:00,2091667396,,"201.51.97.64",21
04/05/2017 19:43:00,2091666872,16325,"186.205.20.1",15
04/05/2017 19:42:00,2091666597,,"179.223.4.19",23
04/05/2017 19:41:00,2091666019,,"66.249.64.214",0
04/05/2017 19:36:00,2091664083,,"201.2.172.193",10
04/05/2017 19:36:00,2091663879,,"177.125.119.61",2
04/05/2017 19:34:00,2091663008,,"177.79.44.16",4
04/05/2017 19:32:00,2091662184,,"179.215.200.243",2
04/05/2017 19:32:00,2091662178,,"54.236.1.11",0
04/05/2017 19:31:00,2091661783,,"66.249.64.210",0
04/05/2017 19:29:00,2091660880,,"168.196.44.156",2
04/05/2017 19:29:00,2091660781,16324,"186.205.20.1",16
04/05/2017 19:26:00,2091659260,,"157.55.39.74",0
04/05/2017 19:25:00,2091659056,,"177.11.254.2",1
04/05/2017 19:24:00,2091658524,,"191.192.38.212",2
04/05/2017 19:24:00,2091658351,,"5.89.226.181",1
04/05/2017 19:20:00,2091657080,,"66.249.64.210",0
04/05/2017 19:14:00,2091654064,,"201.88.112.197",0
04/05/2017 19:12:00,2091653445,,"177.11.254.2",1
04/05/2017 19:10:00,2091652408,,"66.249.64.214",0
04/05/2017 19:10:00,2091652245,,"177.163.86.253",1
04/05/2017 19:09:00,2091651712,,"157.55.39.73",0
04/05/2017 19:07:00,2091650719,,"186.204.179.76",1
04/05/2017 19:04:00,2091649518,,"157.55.39.75",0
04/05/2017 18:57:00,2091646656,,"66.249.64.214",0
04/05/2017 18:54:00,2091645494,,"66.249.64.214",0
04/05/2017 18:51:00,2091643844,,"66.249.64.210",0
04/05/2017 18:48:00,2091642283,,"201.13.152.80",29
04/05/2017 18:48:00,2091642214,,"54.236.1.11",0
04/05/2017 18:47:00,2091641914,,"138.36.7.54",42
04/05/2017 18:46:00,2091641478,,"179.255.175.97",15
04/05/2017 18:44:00,2091640781,,"187.39.78.59",1
04/05/2017 18:43:00,2091640438,,"177.41.84.100",1
04/05/2017 18:43:00,2091640410,,"187.109.248.155",6
04/05/2017 18:32:00,2091635302,,"54.236.1.13",0
04/05/2017 18:31:00,2091634910,,"170.233.133.70",1
04/05/2017 18:31:00,2091634681,,"186.237.159.228",1
04/05/2017 18:31:00,2091634615,,"186.237.159.228",1
04/05/2017 18:30:00,2091634552,,"186.237.159.228",1
04/05/2017 18:30:00,2091634508,,"186.237.159.228",1
04/05/2017 18:30:00,2091634507,,"186.237.159.228",1
04/05/2017 18:07:00,2091625237,,"189.83.234.201",5
04/05/2017 18:04:00,2091624078,,"177.82.17.70",5
04/05/2017 18:03:00,2091623591,,"189.215.51.52",1
04/05/2017 18:00:00,2091622248,,"189.15.110.245",15
04/05/2017 17:48:00,2091617304,,"201.37.162.55",19
04/05/2017 17:44:00,2091615615,,"66.249.64.210",0
04/05/2017 17:40:00,2091613852,,"157.55.39.73",0
04/05/2017 17:38:00,2091613215,,"54.236.1.11",0
04/05/2017 17:34:00,2091611621,,"187.72.214.221",10
04/05/2017 17:34:00,2091611616,,"66.249.64.210",0
04/05/2017 17:34:00,2091611607,,"66.249.64.210",0
04/05/2017 17:34:00,2091611592,,"179.216.139.45",2
04/05/2017 17:34:00,2091611585,,"66.249.64.218",0
04/05/2017 17:31:00,2091610309,,"186.237.159.228",1
04/05/2017 17:30:00,2091610025,,"187.72.214.221",4
04/05/2017 17:29:00,2091609543,,"107.77.223.55",5
04/05/2017 17:29:00,2091609420,,"66.249.64.214",0
04/05/2017 17:23:00,2091606814,,"200.165.1.139",26
04/05/2017 17:20:00,2091605250,,"189.8.2.206",15
04/05/2017 17:19:00,2091605097,,"187.20.114.174",18
04/05/2017 17:18:00,2091604306,,"177.178.198.123",6
04/05/2017 17:15:00,2091603157,,"54.236.1.13",0
04/05/2017 17:09:00,2091600499,,"187.72.214.221",23
04/05/2017 17:08:00,2091600265,,"157.55.39.72",0
04/05/2017 17:06:00,2091599097,,"191.7.209.86",2
04/05/2017 17:06:00,2091599079,,"54.236.1.13",0
04/05/2017 17:06:00,2091598901,,"47.61.45.217",3
04/05/2017 16:59:00,2091596079,,"186.237.159.228",0
04/05/2017 16:57:00,2091595110,,"66.249.64.210",0
04/05/2017 16:51:00,2091593110,,"66.249.64.210",0
04/05/2017 16:50:00,2091592369,,"186.234.253.55",1
04/05/2017 16:47:00,2091591364,,"189.34.64.118",1
04/05/2017 16:47:00,2091591222,,"31.13.114.49",1
04/05/2017 16:47:00,2091591203,,"173.252.114.115",0
04/05/2017 16:46:00,2091590926,,"66.249.64.210",0
04/05/2017 16:45:00,2091590434,,"66.249.64.214",0
04/05/2017 16:45:00,2091590414,,"66.249.64.214",0
04/05/2017 16:43:00,2091589513,,"66.249.64.218",0
04/05/2017 16:42:00,2091588943,,"177.5.49.52",32
04/05/2017 16:42:00,2091588880,,"189.73.191.28",2
04/05/2017 16:38:00,2091587197,,"201.47.70.126",10
04/05/2017 16:38:00,2091587138,,"201.47.70.126",0
04/05/2017 16:28:00,2091582618,,"177.41.87.148",3
04/05/2017 16:28:00,2091582523,,"179.187.216.128",6
04/05/2017 16:27:00,2091582370,,"177.15.136.66",3
04/05/2017 16:26:00,2091582065,,"177.130.19.41",4
04/05/2017 16:18:00,2091578379,,"54.236.1.11",0
04/05/2017 16:18:00,2091578367,,"179.180.51.138",0
04/05/2017 16:18:00,2091578033,,"173.252.84.198",0
04/05/2017 16:18:00,2091578023,,"66.249.64.218",0
04/05/2017 16:18:00,2091577976,,"66.102.7.202",2
04/05/2017 16:16:00,2091577399,,"54.236.1.11",0
04/05/2017 16:16:00,2091577267,,"66.249.64.218",0
04/05/2017 16:15:00,2091576827,,"199.30.24.229",0
04/05/2017 16:12:00,2091575248,,"186.237.159.228",6
04/05/2017 16:10:00,2091574615,,"187.54.84.240",1
04/05/2017 16:10:00,2091574412,,"177.235.169.117",1
04/05/2017 16:10:00,2091574306,,"186.237.159.228",11
04/05/2017 16:09:00,2091573987,,"66.249.64.214",0
04/05/2017 16:09:00,2091573779,,"187.85.152.110",10
04/05/2017 16:08:00,2091573550,,"189.44.225.227",2
04/05/2017 16:06:00,2091572680,,"65.55.210.136",0
04/05/2017 16:05:00,2091571948,,"54.236.1.13",0
04/05/2017 16:04:00,2091571556,,"66.249.64.218",0
04/05/2017 15:58:00,2091569251,,"187.103.232.2",7
04/05/2017 15:53:00,2091566217,,"66.249.64.218",0
04/05/2017 15:45:00,2091562703,,"186.237.159.228",16
04/05/2017 15:42:00,2091561436,,"187.38.134.219",1
04/05/2017 15:42:00,2091561214,,"186.237.159.228",41
04/05/2017 15:36:00,2091558984,,"157.55.39.74",0
04/05/2017 15:35:00,2091558465,,"200.0.102.2",2
04/05/2017 15:35:00,2091558452,,"189.83.67.162",3
04/05/2017 15:31:00,2091556721,,"177.23.8.29",1
04/05/2017 15:30:00,2091556688,,"66.102.7.204",0
04/05/2017 15:30:00,2091556678,,"66.102.8.10",0
04/05/2017 15:30:00,2091556676,,"66.102.8.12",0
04/05/2017 15:30:00,2091556669,,"177.23.8.29",0
04/05/2017 15:24:00,2091553831,,"186.232.132.251",5
04/05/2017 15:21:00,2091552241,,"131.253.27.88",0
04/05/2017 15:21:00,2091552202,,"157.55.39.106",0
04/05/2017 15:20:00,2091551731,,"66.249.64.214",0
04/05/2017 15:19:00,2091551559,,"177.194.173.233",1
04/05/2017 15:19:00,2091551514,,"177.0.87.183",7
04/05/2017 15:19:00,2091551505,,"201.17.211.52",8
04/05/2017 15:18:00,2091551035,,"200.175.247.70",2
04/05/2017 15:14:00,2091549045,,"66.102.8.10",0
04/05/2017 15:14:00,2091549043,,"66.102.8.12",0
04/05/2017 15:14:00,2091549041,,"66.102.8.12",0
04/05/2017 15:14:00,2091549024,,"66.102.8.8",0
04/05/2017 15:14:00,2091549023,,"66.102.8.8",0
04/05/2017 15:14:00,2091548973,,"199.30.24.229",0
04/05/2017 15:14:00,2091548941,,"157.55.39.30",0
04/05/2017 15:12:00,2091547955,,"54.236.1.13",0
04/05/2017 15:12:00,2091547950,,"51.9.21.52",3
04/05/2017 15:05:00,2091544879,,"65.55.210.136",0
04/05/2017 15:05:00,2091544845,,"157.55.39.106",0
04/05/2017 15:05:00,2091544823,,"179.109.55.142",11
04/05/2017 15:01:00,2091543232,,"186.237.159.228",1
04/05/2017 14:59:00,2091542226,,"66.249.64.210",0
04/05/2017 14:57:00,2091540975,,"200.253.204.130",1
04/05/2017 14:55:00,2091540044,,"179.198.32.188",9
04/05/2017 14:49:00,2091537627,,"66.249.64.218",0
04/05/2017 14:46:00,2091536356,,"189.26.94.195",7
04/05/2017 14:35:00,2091530460,,"186.243.88.47",2
04/05/2017 14:31:00,2091528716,,"179.235.55.59",1
04/05/2017 14:30:00,2091528086,,"131.253.25.224",0
04/05/2017 14:30:00,2091528056,,"40.77.167.11",0
04/05/2017 14:26:00,2091526152,,"66.249.64.218",0
04/05/2017 14:20:00,2091523381,,"177.136.153.106",1
04/05/2017 14:20:00,2091523362,,"177.125.118.5",3
04/05/2017 14:20:00,2091523356,,"200.150.122.202",6
04/05/2017 14:18:00,2091522523,,"190.132.217.129",1
04/05/2017 14:17:00,2091521694,,"168.181.51.75",3
04/05/2017 14:17:00,2091521683,,"187.18.239.186",45
04/05/2017 14:12:00,2091519556,,"138.99.33.125",2
04/05/2017 14:12:00,2091519316,,"200.142.105.236",1
04/05/2017 14:06:00,2091516564,,"191.33.150.155",2
04/05/2017 14:06:00,2091516276,,"177.58.241.74",1
04/05/2017 14:05:00,2091516190,,"170.78.230.126",4
04/05/2017 14:04:00,2091515746,,"54.236.1.13",0
04/05/2017 14:01:00,2091513854,,"186.237.159.228",12
04/05/2017 14:01:00,2091513777,,"186.237.159.228",0
04/05/2017 14:01:00,2091513773,,"186.237.159.228",0
04/05/2017 14:01:00,2091513770,,"186.237.159.228",0
04/05/2017 14:01:00,2091513747,,"186.237.159.228",1
04/05/2017 14:00:00,2091513653,,"186.237.159.228",1
04/05/2017 14:00:00,2091513467,,"66.249.64.210",0
04/05/2017 14:00:00,2091513406,,"189.56.21.132",2
04/05/2017 13:59:00,2091513021,,"200.233.109.241",36
04/05/2017 13:58:00,2091512468,,"131.253.25.149",0
04/05/2017 13:58:00,2091512425,,"40.77.167.64",0
04/05/2017 13:53:00,2091510238,,"66.249.64.218",0
04/05/2017 13:51:00,2091509176,,"157.55.2.141",0
04/05/2017 13:50:00,2091508731,,"186.231.157.48",1
04/05/2017 13:49:00,2091508165,,"66.249.64.218",0
04/05/2017 13:48:00,2091507969,,"179.108.92.31",1
04/05/2017 13:48:00,2091507957,,"54.236.1.13",0
04/05/2017 13:47:00,2091507513,,"186.237.159.228",7
04/05/2017 13:47:00,2091507217,,"177.103.173.142",4
04/05/2017 13:46:00,2091506708,,"201.22.44.141",7
04/05/2017 13:44:00,2091505964,,"177.181.11.249",1
04/05/2017 13:43:00,2091505580,,"157.55.39.106",0
04/05/2017 13:43:00,2091505431,,"66.102.7.198",1
04/05/2017 13:43:00,2091505429,,"66.102.7.200",1
04/05/2017 13:42:00,2091504712,,"186.237.159.228",3
04/05/2017 13:41:00,2091504388,,"186.237.159.228",4
04/05/2017 13:41:00,2091504216,,"177.56.214.203",3
04/05/2017 13:40:00,2091504009,,"173.252.115.87",1
04/05/2017 13:39:00,2091503430,,"66.102.7.198",2
04/05/2017 13:38:00,2091503171,,"201.81.95.114",2
04/05/2017 13:35:00,2091501765,,"177.183.25.3",12
04/05/2017 13:35:00,2091501712,,"201.40.52.40",1
04/05/2017 13:35:00,2091501413,,"186.225.117.58",9
04/05/2017 13:33:00,2091500631,,"177.9.86.195",1
04/05/2017 13:31:00,2091499460,,"157.55.39.30",0
04/05/2017 13:30:00,2091499280,,"66.249.64.218",0
04/05/2017 13:29:00,2091498838,,"54.236.1.13",0
04/05/2017 13:28:00,2091498266,,"186.236.130.145",4
04/05/2017 13:27:00,2091497947,,"189.47.46.86",2
04/05/2017 13:25:00,2091496985,,"201.80.150.48",9
04/05/2017 13:23:00,2091496089,,"66.249.64.214",0
04/05/2017 13:22:00,2091495441,,"177.103.175.43",2
04/05/2017 13:22:00,2091495435,,"66.249.64.214",0
04/05/2017 13:21:00,2091494958,,"200.206.160.196",3
04/05/2017 13:20:00,2091494788,,"66.249.64.214",0
04/05/2017 13:14:00,2091491895,,"173.252.91.247",0
04/05/2017 13:12:00,2091491262,,"177.79.47.5",1
04/05/2017 13:11:00,2091490527,,"173.252.88.155",1
04/05/2017 13:06:00,2091488401,,"177.97.45.205",2
04/05/2017 13:06:00,2091488328,,"187.44.46.58",31
04/05/2017 13:05:00,2091487985,,"177.189.167.129",38
04/05/2017 12:57:00,2091484594,,"66.249.64.210",0
04/05/2017 12:57:00,2091484585,,"66.249.64.210",0
04/05/2017 12:57:00,2091484578,,"66.249.64.210",0
04/05/2017 12:56:00,2091484079,,"66.249.64.214",0
04/05/2017 12:56:00,2091484076,,"40.77.167.37",0
04/05/2017 12:56:00,2091483931,,"186.204.39.49",1
04/05/2017 12:50:00,2091481728,,"66.249.64.210",0
04/05/2017 12:50:00,2091481549,,"173.252.75.116",1
04/05/2017 12:50:00,2091481398,,"157.55.2.141",0
04/05/2017 12:50:00,2091481382,,"40.77.167.37",0
04/05/2017 12:46:00,2091479911,,"177.58.180.99",4
04/05/2017 12:46:00,2091479734,,"40.77.167.11",0
04/05/2017 12:46:00,2091479655,,"179.156.175.48",0
04/05/2017 12:44:00,2091478962,,"186.234.253.55",3
04/05/2017 12:41:00,2091477699,,"131.253.25.138",0
04/05/2017 12:41:00,2091477543,,"66.249.64.214",0
04/05/2017 12:41:00,2091477457,,"177.180.222.209",1
04/05/2017 12:41:00,2091477435,,"191.29.167.20",4
04/05/2017 12:40:00,2091477115,,"66.249.64.210",0
04/05/2017 12:40:00,2091476912,,"66.249.64.218",0
04/05/2017 12:38:00,2091476110,,"189.4.32.94",8
04/05/2017 12:38:00,2091476077,,"179.108.73.204",1
04/05/2017 12:36:00,2091475265,,"66.249.64.214",0
04/05/2017 12:33:00,2091473715,,"189.44.225.227",60
04/05/2017 12:32:00,2091473495,,"201.51.111.26",25
04/05/2017 12:32:00,2091473341,,"179.10.22.66",8
04/05/2017 12:29:00,2091471987,,"186.205.1.116",7
04/05/2017 12:29:00,2091471960,,"200.0.102.2",4
04/05/2017 12:29:00,2091471711,,"138.0.204.14",0
04/05/2017 12:28:00,2091471478,,"177.101.83.12",8
04/05/2017 12:27:00,2091470706,,"54.236.1.11",0
04/05/2017 12:26:00,2091470675,,"191.255.159.50",2
04/05/2017 12:20:00,2091467700,16323,"186.234.253.55",11
04/05/2017 12:16:00,2091465891,,"66.249.64.210",0
04/05/2017 12:16:00,2091465681,,"177.182.216.12",23
04/05/2017 12:14:00,2091465007,,"66.249.64.214",0
04/05/2017 12:09:00,2091462564,,"177.156.179.237",1
04/05/2017 12:08:00,2091462331,,"66.249.64.214",0
04/05/2017 12:08:00,2091461847,,"157.55.39.30",0
04/05/2017 12:07:00,2091461596,,"189.115.200.249",2
04/05/2017 12:07:00,2091461445,,"66.249.64.210",0
04/05/2017 12:07:00,2091461380,,"66.249.64.214",0
04/05/2017 12:06:00,2091461287,,"66.249.64.210",0
04/05/2017 12:01:00,2091458865,,"200.198.16.5",13
04/05/2017 11:54:00,2091455492,,"54.236.1.13",0
04/05/2017 11:54:00,2091455458,,"67.177.90.163",5
04/05/2017 11:49:00,2091453649,,"201.6.130.180",2
04/05/2017 11:48:00,2091453059,,"66.249.64.214",0
04/05/2017 11:47:00,2091452615,,"199.30.24.58",0
04/05/2017 11:46:00,2091451975,,"37.204.105.187",1
04/05/2017 11:45:00,2091451802,,"191.184.216.138",26
04/05/2017 11:44:00,2091451274,,"66.249.64.214",0
04/05/2017 11:44:00,2091451200,,"187.183.77.238",6
04/05/2017 11:44:00,2091451070,,"177.85.120.130",19
04/05/2017 11:41:00,2091450007,,"131.108.123.250",3
04/05/2017 11:40:00,2091449737,,"189.74.225.29",7
04/05/2017 11:40:00,2091449543,,"131.253.25.138",0
04/05/2017 11:40:00,2091449490,,"157.55.39.11",0
04/05/2017 11:36:00,2091447293,,"177.55.35.199",28
04/05/2017 11:34:00,2091446559,,"47.17.78.204",1
04/05/2017 11:29:00,2091444411,,"54.236.1.14",0
04/05/2017 11:27:00,2091443361,,"186.221.98.79",1
04/05/2017 11:26:00,2091442693,,"186.237.159.228",46
04/05/2017 11:24:00,2091441791,,"189.106.219.15",1
04/05/2017 11:23:00,2091441591,,"179.222.166.193",1
04/05/2017 11:21:00,2091440535,,"66.249.64.214",0
04/05/2017 11:20:00,2091440312,,"201.51.65.220",0
04/05/2017 11:20:00,2091439958,,"189.40.104.79",11
04/05/2017 11:19:00,2091439906,,"66.249.64.210",0
04/05/2017 11:19:00,2091439820,,"177.79.40.104",2
04/05/2017 11:19:00,2091439559,,"191.39.6.47",3
04/05/2017 11:18:00,2091439093,,"186.237.159.228",1
04/05/2017 11:16:00,2091438251,,"191.6.65.58",2
04/05/2017 11:16:00,2091438232,,"186.237.159.228",18
04/05/2017 11:16:00,2091438172,,"201.37.162.41",2
04/05/2017 11:15:00,2091437808,,"177.156.179.237",1
04/05/2017 11:13:00,2091437074,,"200.150.122.202",4
04/05/2017 11:08:00,2091434470,,"157.55.12.88",0
04/05/2017 11:08:00,2091434438,,"199.30.25.81",0
04/05/2017 11:04:00,2091432700,,"66.249.64.214",0
04/05/2017 11:02:00,2091431618,,"177.200.10.210",1
04/05/2017 11:01:00,2091431571,,"191.193.210.135",1
04/05/2017 10:58:00,2091429997,,"201.83.227.95",1
04/05/2017 10:56:00,2091429453,,"200.130.18.187",13
04/05/2017 10:55:00,2091428777,,"179.107.108.14",2
04/05/2017 10:53:00,2091427985,,"177.85.165.137",33
04/05/2017 10:53:00,2091427827,,"187.34.142.28",12
04/05/2017 10:52:00,2091427381,,"189.9.20.33",9
04/05/2017 10:50:00,2091426605,,"191.241.244.110",1
04/05/2017 10:49:00,2091426108,,"157.55.39.11",0
04/05/2017 10:49:00,2091426039,,"179.254.11.29",68
04/05/2017 10:47:00,2091425302,,"189.26.134.150",22
04/05/2017 10:46:00,2091424808,,"54.236.1.11",0
04/05/2017 10:46:00,2091424805,,"200.165.7.85",1
04/05/2017 10:45:00,2091424427,,"207.46.13.11",0
04/05/2017 10:45:00,2091424424,,"207.46.13.11",0
04/05/2017 10:45:00,2091424390,,"207.46.13.11",0
04/05/2017 10:45:00,2091424387,,"207.46.13.11",0
04/05/2017 10:45:00,2091424385,,"207.46.13.11",0
04/05/2017 10:45:00,2091424379,,"207.46.13.11",0
04/05/2017 10:45:00,2091424377,,"207.46.13.11",0
04/05/2017 10:45:00,2091424372,,"207.46.13.11",0
04/05/2017 10:45:00,2091424371,,"207.46.13.11",0
04/05/2017 10:45:00,2091424366,,"207.46.13.11",0
04/05/2017 10:45:00,2091424363,,"207.46.13.11",0
04/05/2017 10:45:00,2091424362,,"207.46.13.11",0
04/05/2017 10:45:00,2091424361,,"199.30.25.84",0
04/05/2017 10:45:00,2091424359,,"207.46.13.11",0
04/05/2017 10:45:00,2091424352,,"207.46.13.11",0
04/05/2017 10:45:00,2091424349,,"207.46.13.11",0
04/05/2017 10:45:00,2091424333,,"207.46.13.11",0
04/05/2017 10:45:00,2091424327,,"207.46.13.11",0
04/05/2017 10:45:00,2091424323,,"207.46.13.11",0
04/05/2017 10:45:00,2091424161,,"207.46.13.11",0
