Em,IDSessao,Pedido,IP,Pageviews
07/05/2017 18:19:00,2093263224,,"66.249.64.214",0
07/05/2017 18:18:00,2093262485,,"200.138.91.220",9
07/05/2017 18:14:00,2093261048,,"187.0.91.192",8
07/05/2017 18:10:00,2093259067,,"66.249.83.148",0
07/05/2017 18:10:00,2093259061,,"66.249.83.150",0
07/05/2017 18:10:00,2093259058,,"66.249.83.148",0
07/05/2017 18:10:00,2093259055,,"66.102.8.12",0
07/05/2017 18:10:00,2093259050,,"66.102.8.8",0
07/05/2017 18:10:00,2093259049,,"66.102.8.8",0
07/05/2017 18:10:00,2093259040,,"66.249.83.150",0
07/05/2017 18:10:00,2093259035,,"66.102.8.10",0
07/05/2017 18:10:00,2093258945,,"66.249.64.218",0
07/05/2017 18:09:00,2093258357,,"177.39.130.248",6
07/05/2017 17:59:00,2093254133,,"66.249.64.210",0
07/05/2017 17:57:00,2093252999,,"177.191.57.54",135
07/05/2017 17:55:00,2093252066,,"191.17.244.163",7
07/05/2017 17:52:00,2093250772,,"178.140.62.238",1
07/05/2017 17:49:00,2093249070,,"201.55.141.49",36
07/05/2017 17:45:00,2093247512,,"66.249.64.218",0
07/05/2017 17:44:00,2093247044,,"177.42.86.144",2
07/05/2017 17:38:00,2093244259,,"177.5.117.220",2
07/05/2017 17:37:00,2093243767,,"177.191.236.131",11
07/05/2017 17:37:00,2093243691,,"177.174.99.32",10
07/05/2017 17:34:00,2093242673,,"54.236.1.11",0
07/05/2017 17:34:00,2093242670,,"187.228.180.17",0
07/05/2017 17:29:00,2093240385,,"177.148.243.165",2
07/05/2017 17:23:00,2093237713,,"157.55.39.75",0
07/05/2017 17:19:00,2093235884,,"66.249.64.214",0
07/05/2017 17:18:00,2093235298,,"177.154.85.230",11
07/05/2017 17:16:00,2093234200,,"191.5.146.209",10
07/05/2017 17:08:00,2093230651,,"66.249.64.218",0
07/05/2017 17:06:00,2093229947,,"66.249.64.218",0
07/05/2017 17:02:00,2093227862,,"66.249.64.218",0
07/05/2017 16:58:00,2093225929,,"187.59.196.114",2
07/05/2017 16:58:00,2093225925,,"187.59.196.114",29
07/05/2017 16:57:00,2093225522,,"157.55.39.75",0
07/05/2017 16:55:00,2093224834,,"66.249.64.210",0
07/05/2017 16:51:00,2093222784,,"190.236.4.54",0
07/05/2017 16:49:00,2093221877,,"177.180.170.209",1
07/05/2017 16:48:00,2093221717,,"66.102.8.8",0
07/05/2017 16:48:00,2093221716,,"66.102.8.8",0
07/05/2017 16:48:00,2093221710,,"66.102.8.12",0
07/05/2017 16:48:00,2093221708,,"66.102.8.10",0
07/05/2017 16:47:00,2093221054,,"186.244.96.55",10
07/05/2017 16:42:00,2093218931,,"67.227.147.196",2
07/05/2017 16:36:00,2093215958,,"189.90.38.106",6
07/05/2017 16:34:00,2093215160,,"66.249.64.218",0
07/05/2017 16:30:00,2093213451,,"177.207.67.108",1
07/05/2017 16:28:00,2093212660,,"200.140.16.79",3
07/05/2017 16:27:00,2093212389,,"177.94.64.18",7
07/05/2017 16:25:00,2093211222,,"54.236.1.13",0
07/05/2017 16:25:00,2093211204,,"201.50.146.59",1
07/05/2017 16:24:00,2093210754,,"66.249.64.214",0
07/05/2017 16:23:00,2093210441,,"66.249.64.210",0
07/05/2017 16:23:00,2093210381,,"201.10.95.226",19
07/05/2017 16:22:00,2093209814,,"66.249.64.218",0
07/05/2017 16:19:00,2093208564,,"199.30.25.189",0
07/05/2017 16:19:00,2093208512,,"66.249.64.210",0
07/05/2017 16:19:00,2093208306,,"189.39.145.147",20
07/05/2017 16:15:00,2093206701,,"191.142.228.139",4
07/05/2017 16:02:00,2093201491,,"179.247.138.206",5
07/05/2017 15:54:00,2093197764,,"66.249.64.218",0
07/05/2017 15:52:00,2093196884,,"66.249.64.210",0
07/05/2017 15:48:00,2093194769,,"157.55.39.122",0
07/05/2017 15:43:00,2093192593,,"66.249.64.214",0
07/05/2017 15:42:00,2093191934,,"191.205.46.230",0
07/05/2017 15:40:00,2093191253,,"66.249.64.210",0
07/05/2017 15:40:00,2093191238,,"66.249.64.214",0
07/05/2017 15:34:00,2093188449,,"179.108.145.157",19
07/05/2017 15:30:00,2093186722,,"187.79.65.235",1
07/05/2017 15:29:00,2093186661,,"88.111.206.249",1
07/05/2017 15:28:00,2093185832,,"138.204.200.17",1
07/05/2017 15:27:00,2093185478,,"189.31.135.90",1
07/05/2017 15:27:00,2093185325,,"179.155.90.249",11
07/05/2017 15:20:00,2093182552,,"54.236.1.13",0
07/05/2017 15:19:00,2093181923,,"186.221.135.136",1
07/05/2017 15:18:00,2093181737,,"66.102.8.12",0
07/05/2017 15:18:00,2093181736,,"66.102.8.10",0
07/05/2017 15:18:00,2093181734,,"66.102.8.8",0
07/05/2017 15:18:00,2093181733,,"66.102.8.10",0
07/05/2017 15:18:00,2093181714,,"66.102.8.10",0
07/05/2017 15:18:00,2093181713,,"66.102.8.10",0
07/05/2017 15:18:00,2093181703,,"66.102.8.10",0
07/05/2017 15:18:00,2093181569,,"157.55.39.75",0
07/05/2017 15:18:00,2093181522,,"157.55.39.74",0
07/05/2017 15:07:00,2093176821,,"66.249.64.210",0
07/05/2017 15:07:00,2093176404,,"186.192.1.211",6
07/05/2017 15:01:00,2093174143,,"186.237.159.228",1
07/05/2017 14:59:00,2093173165,,"66.249.64.210",0
07/05/2017 14:59:00,2093173105,,"157.55.39.74",0
07/05/2017 14:57:00,2093172239,,"187.44.67.66",32
07/05/2017 14:57:00,2093172200,,"66.249.88.8",0
07/05/2017 14:57:00,2093172010,,"199.30.24.71",0
07/05/2017 14:56:00,2093171848,,"66.249.64.214",0
07/05/2017 14:52:00,2093170222,,"66.87.125.98",0
07/05/2017 14:51:00,2093169535,,"66.249.64.214",0
07/05/2017 14:49:00,2093168915,,"200.217.60.152",4
07/05/2017 14:47:00,2093167652,,"189.70.99.93",5
07/05/2017 14:47:00,2093167481,,"66.249.64.210",0
07/05/2017 14:46:00,2093167127,,"138.36.7.54",81
07/05/2017 14:46:00,2093166946,,"66.249.64.210",0
07/05/2017 14:44:00,2093166093,,"186.221.135.136",18
07/05/2017 14:31:00,2093160350,,"177.9.4.123",3
07/05/2017 14:30:00,2093159885,,"54.236.1.11",0
07/05/2017 14:30:00,2093159869,,"168.181.51.41",0
07/05/2017 14:29:00,2093159283,,"201.77.67.1",28
07/05/2017 14:27:00,2093158460,,"157.55.39.253",0
07/05/2017 14:20:00,2093155469,,"157.55.39.122",0
07/05/2017 14:19:00,2093155361,,"189.51.29.239",3
07/05/2017 14:17:00,2093154407,,"66.249.64.210",0
07/05/2017 14:16:00,2093154150,,"190.113.209.76",1
07/05/2017 14:01:00,2093147292,,"186.227.220.90",23
07/05/2017 13:55:00,2093144533,,"177.94.30.220",1
07/05/2017 13:50:00,2093142519,,"66.249.64.210",0
07/05/2017 13:49:00,2093142069,,"54.236.1.13",0
07/05/2017 13:43:00,2093139780,,"200.171.89.44",13
07/05/2017 13:43:00,2093139509,,"189.79.92.223",2
07/05/2017 13:40:00,2093138442,,"173.252.90.168",1
07/05/2017 13:34:00,2093136022,,"191.6.254.226",70
07/05/2017 13:31:00,2093134690,,"191.185.57.119",72
07/05/2017 13:28:00,2093133384,,"66.249.64.214",0
07/05/2017 13:26:00,2093132350,,"66.249.64.210",0
07/05/2017 13:24:00,2093131317,,"66.249.64.210",0
07/05/2017 13:24:00,2093131174,,"187.63.199.85",14
07/05/2017 13:21:00,2093130232,,"66.249.64.210",0
07/05/2017 13:20:00,2093129831,,"66.249.64.210",0
07/05/2017 13:19:00,2093129389,,"66.249.64.210",0
07/05/2017 13:17:00,2093128382,,"200.96.202.174",4
07/05/2017 13:15:00,2093127630,,"65.55.210.151",0
07/05/2017 13:11:00,2093125974,,"66.249.64.210",0
07/05/2017 13:11:00,2093125853,,"173.252.105.114",1
07/05/2017 13:10:00,2093125626,,"66.249.64.218",0
07/05/2017 13:09:00,2093125053,,"66.249.64.218",0
07/05/2017 13:05:00,2093123380,,"191.36.128.18",1
07/05/2017 13:04:00,2093123294,,"177.222.242.187",5
07/05/2017 12:56:00,2093119967,,"173.252.115.43",1
07/05/2017 12:55:00,2093119550,,"186.244.96.55",54
07/05/2017 12:43:00,2093114828,,"66.249.64.218",0
07/05/2017 12:41:00,2093114054,,"66.249.64.214",0
07/05/2017 12:39:00,2093113346,,"179.220.232.34",29
07/05/2017 12:39:00,2093113227,,"66.249.64.218",0
07/05/2017 12:38:00,2093112983,,"66.249.64.214",0
07/05/2017 12:32:00,2093110353,,"189.73.1.76",6
07/05/2017 12:30:00,2093109555,,"177.93.208.197",4
07/05/2017 12:27:00,2093108189,,"191.250.4.177",2
07/05/2017 12:26:00,2093107773,,"189.35.161.161",2
07/05/2017 12:25:00,2093107269,,"67.227.147.196",2
07/05/2017 12:25:00,2093107223,,"189.41.114.50",16
07/05/2017 12:24:00,2093106949,,"186.224.174.156",1
07/05/2017 12:21:00,2093105683,,"199.30.24.206",0
07/05/2017 12:13:00,2093102698,,"65.55.210.151",0
07/05/2017 12:12:00,2093102347,,"177.92.255.99",23
07/05/2017 12:10:00,2093101258,,"157.55.39.74",0
07/05/2017 12:06:00,2093099662,,"179.211.40.196",4
07/05/2017 12:05:00,2093099179,,"179.187.131.54",1
07/05/2017 11:52:00,2093094028,,"199.30.24.47",0
07/05/2017 11:48:00,2093092305,,"157.55.39.253",0
07/05/2017 11:47:00,2093091787,,"157.55.39.75",0
07/05/2017 11:41:00,2093089375,,"54.236.1.13",0
07/05/2017 11:39:00,2093088849,,"179.155.90.249",14
07/05/2017 11:37:00,2093087634,,"179.113.97.54",3
07/05/2017 11:31:00,2093085565,,"138.94.200.106",9
07/05/2017 11:26:00,2093083212,,"179.189.57.182",2
07/05/2017 11:24:00,2093082500,,"66.249.64.210",0
07/05/2017 11:21:00,2093081341,,"66.249.64.210",0
07/05/2017 11:20:00,2093080812,,"190.141.74.137",1
07/05/2017 11:20:00,2093080743,,"199.30.24.206",0
07/05/2017 11:18:00,2093079760,,"54.236.1.13",0
07/05/2017 11:17:00,2093079731,,"190.204.33.208",1
07/05/2017 11:17:00,2093079683,,"187.73.240.58",7
07/05/2017 11:09:00,2093076329,,"177.99.111.211",1
07/05/2017 11:08:00,2093075839,,"66.249.64.214",0
07/05/2017 11:04:00,2093074350,,"200.171.89.44",68
07/05/2017 10:59:00,2093072517,,"66.249.64.210",0
07/05/2017 10:59:00,2093072204,,"151.243.139.14",12
07/05/2017 10:58:00,2093071953,,"157.55.39.122",0
07/05/2017 10:58:00,2093071901,,"66.249.83.148",0
07/05/2017 10:54:00,2093070473,,"151.243.139.14",2
07/05/2017 10:53:00,2093070136,,"179.178.169.22",2
07/05/2017 10:53:00,2093070092,,"66.249.64.218",0
07/05/2017 10:49:00,2093068219,,"157.55.39.74",0
07/05/2017 10:31:00,2093061142,,"186.237.159.228",1
07/05/2017 10:31:00,2093061102,,"186.237.159.228",1
07/05/2017 10:31:00,2093061060,,"186.237.159.228",1
07/05/2017 10:30:00,2093061019,,"186.237.159.228",1
07/05/2017 10:30:00,2093061017,,"186.237.159.228",1
07/05/2017 10:27:00,2093059388,,"157.55.39.122",0
07/05/2017 10:25:00,2093058790,,"186.206.18.253",6
07/05/2017 10:14:00,2093054750,,"189.13.250.177",2
07/05/2017 10:13:00,2093054265,,"66.249.64.210",0
07/05/2017 10:11:00,2093053346,,"54.236.1.11",0
07/05/2017 10:11:00,2093053336,,"73.85.207.145",0
07/05/2017 10:02:00,2093050331,,"179.191.226.22",26
07/05/2017 10:01:00,2093049794,,"157.55.39.253",0
07/05/2017 09:59:00,2093049234,,"189.54.144.160",1
07/05/2017 09:58:00,2093048734,,"177.39.171.198",45
07/05/2017 09:53:00,2093047036,,"181.112.204.17",1
07/05/2017 09:46:00,2093044421,,"151.243.139.14",2
07/05/2017 09:42:00,2093042604,,"157.55.39.253",0
07/05/2017 09:41:00,2093042309,,"157.55.39.74",0
07/05/2017 09:40:00,2093041952,,"177.11.254.2",1
07/05/2017 09:37:00,2093040870,,"189.4.75.192",9
07/05/2017 09:35:00,2093040154,,"189.6.26.229",7
07/05/2017 09:32:00,2093039299,,"179.220.137.232",4
07/05/2017 09:32:00,2093039025,,"54.236.1.14",0
07/05/2017 09:31:00,2093038839,,"54.236.1.11",0
07/05/2017 09:24:00,2093036196,,"199.30.25.27",0
07/05/2017 09:18:00,2093034357,,"66.249.64.218",0
07/05/2017 09:15:00,2093033280,,"177.110.95.172",0
07/05/2017 09:10:00,2093031614,,"66.249.64.210",0
07/05/2017 09:10:00,2093031524,,"157.55.39.75",0
07/05/2017 08:58:00,2093027246,16333,"177.110.95.172",38
07/05/2017 08:53:00,2093025539,,"66.249.64.218",0
07/05/2017 08:50:00,2093024774,,"65.55.210.209",0
07/05/2017 08:41:00,2093021727,,"54.236.1.11",0
07/05/2017 08:41:00,2093021726,,"190.251.149.167",1
07/05/2017 08:40:00,2093021446,,"157.55.39.253",0
07/05/2017 08:38:00,2093020779,,"157.55.39.75",0
07/05/2017 08:37:00,2093020526,,"66.249.64.214",0
07/05/2017 08:32:00,2093018921,,"201.238.192.218",1
07/05/2017 08:25:00,2093016811,,"151.243.139.14",0
07/05/2017 08:25:00,2093016795,,"151.243.139.14",1
07/05/2017 08:24:00,2093016503,,"191.221.182.63",2
07/05/2017 08:23:00,2093016183,,"191.253.88.216",2
07/05/2017 08:22:00,2093015820,,"199.30.25.27",0
07/05/2017 08:21:00,2093015642,,"54.236.1.11",0
07/05/2017 08:11:00,2093012600,,"66.249.64.218",0
07/05/2017 08:07:00,2093011395,,"54.236.1.11",0
07/05/2017 08:07:00,2093011390,,"212.66.38.83",1
07/05/2017 08:05:00,2093010690,,"157.55.39.75",0
07/05/2017 07:59:00,2093008781,,"186.223.175.36",10
07/05/2017 07:58:00,2093008584,,"40.77.178.46",0
07/05/2017 07:57:00,2093008022,,"66.249.64.210",0
07/05/2017 07:56:00,2093007818,,"66.249.64.210",0
07/05/2017 07:52:00,2093006671,,"199.30.25.70",0
07/05/2017 07:52:00,2093006578,,"157.55.39.74",0
07/05/2017 07:49:00,2093005755,,"65.55.210.209",0
07/05/2017 07:39:00,2093003020,,"186.213.73.49",1
07/05/2017 07:34:00,2093001648,,"67.227.147.196",5
07/05/2017 07:32:00,2093001333,,"66.249.64.210",0
07/05/2017 07:18:00,2092997803,,"157.55.39.75",0
07/05/2017 07:05:00,2092994405,,"66.249.64.214",0
07/05/2017 06:54:00,2092991746,,"157.55.12.90",0
07/05/2017 06:50:00,2092990802,,"177.134.163.158",5
07/05/2017 06:42:00,2092988790,,"54.236.1.11",0
07/05/2017 06:12:00,2092981116,,"66.249.64.214",0
07/05/2017 06:09:00,2092980405,,"157.55.39.253",0
07/05/2017 05:57:00,2092977505,,"66.249.64.210",0
07/05/2017 05:40:00,2092973698,,"157.55.39.253",0
07/05/2017 05:37:00,2092972859,,"179.234.49.71",2
07/05/2017 05:23:00,2092969428,,"199.30.25.152",0
07/05/2017 05:23:00,2092969308,,"157.55.12.80",0
07/05/2017 05:23:00,2092969240,,"157.55.39.74",0
07/05/2017 05:17:00,2092967639,,"157.55.39.122",0
07/05/2017 05:03:00,2092964599,,"66.249.64.210",0
07/05/2017 05:02:00,2092964222,,"186.237.159.228",1
07/05/2017 04:48:00,2092960757,,"66.249.64.210",0
07/05/2017 04:44:00,2092959849,,"157.55.39.122",0
07/05/2017 04:43:00,2092959515,,"157.55.39.122",0
07/05/2017 04:39:00,2092958555,,"157.55.39.253",0
07/05/2017 04:38:00,2092958208,,"157.55.39.74",0
07/05/2017 04:30:00,2092956435,,"66.249.64.214",0
07/05/2017 04:27:00,2092955730,,"67.227.147.196",4
07/05/2017 04:27:00,2092955713,,"66.249.64.214",0
07/05/2017 04:26:00,2092955623,,"157.55.39.75",0
07/05/2017 04:26:00,2092955559,,"157.55.39.122",0
07/05/2017 04:24:00,2092955157,,"157.55.39.122",0
07/05/2017 03:52:00,2092947691,,"131.253.25.245",0
07/05/2017 03:46:00,2092946246,,"54.236.1.11",0
07/05/2017 03:43:00,2092945514,,"157.55.39.253",0
07/05/2017 03:37:00,2092944031,,"157.55.39.74",0
07/05/2017 03:25:00,2092940953,,"131.253.27.39",0
07/05/2017 03:23:00,2092940503,,"157.55.39.75",0
07/05/2017 03:21:00,2092940089,,"66.249.64.210",0
07/05/2017 03:11:00,2092937526,,"52.44.254.191",1
07/05/2017 03:11:00,2092937520,,"52.44.254.191",1
07/05/2017 03:09:00,2092937105,,"157.55.39.74",0
07/05/2017 03:08:00,2092936832,,"157.55.39.122",0
07/05/2017 03:05:00,2092936004,,"189.8.0.194",5
07/05/2017 02:56:00,2092933405,,"66.249.64.218",0
07/05/2017 02:46:00,2092930753,,"66.249.64.210",0
07/05/2017 02:31:00,2092926747,,"186.237.159.228",1
07/05/2017 02:31:00,2092926718,,"186.237.159.228",1
07/05/2017 02:31:00,2092926689,,"186.237.159.228",1
07/05/2017 02:30:00,2092926649,,"186.237.159.228",1
07/05/2017 02:30:00,2092926645,,"186.237.159.228",1
07/05/2017 02:25:00,2092925279,,"152.254.180.115",1
07/05/2017 02:18:00,2092923090,,"157.55.39.74",0
07/05/2017 02:17:00,2092922711,,"66.249.64.214",0
07/05/2017 02:09:00,2092920496,,"66.249.64.210",0
07/05/2017 02:06:00,2092919677,,"157.55.39.253",0
07/05/2017 02:03:00,2092918696,,"66.249.64.214",0
07/05/2017 01:37:00,2092910070,,"66.249.64.210",0
07/05/2017 01:34:00,2092909219,,"66.249.64.214",0
07/05/2017 01:30:00,2092908145,,"177.96.76.253",1
07/05/2017 01:18:00,2092904136,,"189.41.55.171",3
07/05/2017 01:00:00,2092898613,,"173.194.94.164",1
07/05/2017 00:58:00,2092898258,,"157.55.39.122",0
07/05/2017 00:51:00,2092895954,,"66.249.64.214",0
07/05/2017 00:49:00,2092895326,,"177.177.34.11",8
07/05/2017 00:47:00,2092894516,,"157.55.39.122",0
07/05/2017 00:46:00,2092894304,,"66.249.64.214",0
07/05/2017 00:46:00,2092894103,,"66.249.64.218",0
07/05/2017 00:39:00,2092892054,,"191.222.61.87",1
07/05/2017 00:39:00,2092891804,,"157.55.39.253",0
07/05/2017 00:38:00,2092891527,,"186.206.200.129",1
07/05/2017 00:23:00,2092885599,,"66.249.64.214",0
07/05/2017 00:21:00,2092885009,,"157.55.39.122",0
07/05/2017 00:19:00,2092884438,,"67.227.147.192",1
07/05/2017 00:11:00,2092881480,,"54.236.1.14",0
07/05/2017 00:10:00,2092881025,,"67.227.147.192",1
07/05/2017 00:09:00,2092880575,,"66.87.124.59",3
07/05/2017 00:05:00,2092878975,,"66.249.64.218",0
07/05/2017 00:03:00,2092877946,,"177.177.243.94",8
07/05/2017 00:03:00,2092877774,,"191.185.57.119",4
07/05/2017 00:02:00,2092877407,,"177.177.243.94",3
07/05/2017 00:01:00,2092877120,,"157.55.39.74",0
07/05/2017,2092876536,,"75.126.10.150",1
06/05/2017 23:54:00,2092874519,,"200.163.25.126",1
06/05/2017 23:48:00,2092872317,,"201.148.187.114",10
06/05/2017 23:26:00,2092863218,,"66.249.64.214",0
06/05/2017 23:23:00,2092862253,,"157.55.39.122",0
06/05/2017 23:22:00,2092861796,,"189.14.229.146",4
06/05/2017 23:20:00,2092861054,,"66.249.64.210",0
06/05/2017 23:16:00,2092859425,,"66.249.64.210",0
06/05/2017 22:58:00,2092852006,,"170.233.41.254",7
06/05/2017 22:54:00,2092850455,,"54.236.1.11",0
06/05/2017 22:54:00,2092850435,,"186.244.69.242",1
06/05/2017 22:47:00,2092846144,,"201.19.97.13",1
06/05/2017 22:38:00,2092840447,,"189.107.134.133",13
06/05/2017 22:30:00,2092837100,,"66.249.64.210",0
06/05/2017 22:30:00,2092836918,,"189.4.74.100",5
06/05/2017 22:29:00,2092836407,,"177.185.248.206",20
06/05/2017 22:27:00,2092835480,,"189.4.74.100",1
06/05/2017 22:27:00,2092835454,,"54.236.1.11",0
06/05/2017 22:26:00,2092835020,,"66.249.64.214",0
06/05/2017 22:25:00,2092834937,,"177.222.242.187",0
06/05/2017 22:25:00,2092834927,,"177.222.242.187",0
06/05/2017 22:25:00,2092834773,,"177.222.242.187",1
06/05/2017 22:20:00,2092832862,,"157.55.39.253",0
06/05/2017 22:17:00,2092831570,,"152.254.253.31",14
06/05/2017 22:15:00,2092830670,,"66.249.64.210",0
06/05/2017 22:10:00,2092828286,,"200.158.206.38",4
06/05/2017 22:05:00,2092826043,,"54.236.1.11",0
06/05/2017 22:05:00,2092826021,,"177.195.86.239",6
06/05/2017 22:04:00,2092825533,,"177.222.242.187",1
06/05/2017 22:03:00,2092825079,,"186.205.147.1",60
06/05/2017 21:58:00,2092822813,,"191.242.212.130",1
06/05/2017 21:50:00,2092819493,,"54.236.1.13",0
06/05/2017 21:50:00,2092819474,,"70.54.171.77",1
06/05/2017 21:47:00,2092817781,,"186.206.160.75",2
06/05/2017 21:45:00,2092816809,,"177.130.29.157",9
06/05/2017 21:39:00,2092814313,,"157.55.39.122",0
06/05/2017 21:38:00,2092813720,,"66.249.64.214",0
06/05/2017 21:34:00,2092812431,,"66.249.64.210",0
06/05/2017 21:34:00,2092812365,,"66.249.64.210",0
06/05/2017 21:34:00,2092812273,,"189.107.59.254",40
06/05/2017 21:28:00,2092809611,,"66.249.64.214",0
06/05/2017 21:26:00,2092808760,,"131.253.27.118",0
06/05/2017 21:25:00,2092808399,,"66.249.64.210",0
06/05/2017 21:24:00,2092808231,,"157.55.39.75",0
06/05/2017 21:18:00,2092805023,,"189.5.226.31",0
06/05/2017 21:18:00,2092805009,,"189.5.226.31",5
06/05/2017 21:12:00,2092801700,,"66.249.64.214",0
06/05/2017 21:08:00,2092800004,,"66.249.64.210",0
06/05/2017 21:07:00,2092799400,,"187.2.235.147",2
06/05/2017 21:02:00,2092797324,,"186.240.175.20",2
06/05/2017 21:01:00,2092796923,,"66.249.64.214",0
06/05/2017 21:00:00,2092796521,,"179.35.25.23",1
06/05/2017 21:00:00,2092796391,,"168.121.71.54",1
06/05/2017 20:59:00,2092796214,,"66.249.64.210",0
06/05/2017 20:59:00,2092796211,,"186.212.53.115",0
06/05/2017 20:57:00,2092795304,,"179.254.178.52",30
06/05/2017 20:57:00,2092794984,,"189.107.71.163",9
06/05/2017 20:51:00,2092792602,,"54.236.1.11",0
06/05/2017 20:51:00,2092792589,,"191.102.196.15",1
06/05/2017 20:51:00,2092792483,,"66.249.64.210",0
06/05/2017 20:48:00,2092790916,,"191.241.36.86",2
06/05/2017 20:41:00,2092787928,,"201.6.135.76",0
06/05/2017 20:39:00,2092787153,,"177.0.208.64",18
06/05/2017 20:39:00,2092786853,,"177.132.139.93",1
06/05/2017 20:16:00,2092776000,,"66.249.64.214",0
06/05/2017 20:14:00,2092775302,,"66.249.64.218",0
06/05/2017 20:10:00,2092773392,,"66.249.64.218",0
06/05/2017 20:08:00,2092772644,,"177.32.182.4",1
06/05/2017 20:07:00,2092772316,,"107.167.107.34",0
06/05/2017 20:07:00,2092772315,,"107.167.107.34",0
06/05/2017 20:07:00,2092772291,,"107.167.107.34",1
06/05/2017 20:06:00,2092771905,,"200.152.99.91",1
06/05/2017 20:04:00,2092770864,,"177.107.176.22",8
06/05/2017 20:03:00,2092770204,,"189.59.189.36",5
06/05/2017 20:01:00,2092769603,,"186.237.159.228",1
06/05/2017 20:01:00,2092769500,,"170.83.212.53",1
06/05/2017 20:00:00,2092769139,,"54.236.1.13",0
06/05/2017 20:00:00,2092769116,,"189.63.85.113",10
06/05/2017 19:56:00,2092767319,,"66.249.64.210",0
06/05/2017 19:54:00,2092766065,,"66.249.64.214",0
06/05/2017 19:50:00,2092764347,,"187.181.170.177",44
06/05/2017 19:41:00,2092760680,,"199.30.24.107",0
06/05/2017 19:40:00,2092760120,,"143.208.2.4",25
06/05/2017 19:36:00,2092758265,,"66.249.64.210",0
06/05/2017 19:32:00,2092756467,,"187.18.107.72",1
06/05/2017 19:25:00,2092753668,,"177.11.254.2",1
06/05/2017 19:24:00,2092752989,,"138.97.184.68",3
06/05/2017 19:21:00,2092752040,,"66.249.64.210",0
06/05/2017 19:20:00,2092751695,,"177.93.115.48",0
06/05/2017 19:20:00,2092751477,,"54.236.1.11",0
06/05/2017 19:20:00,2092751463,,"201.131.92.248",5
06/05/2017 19:19:00,2092751346,,"138.97.41.82",6
06/05/2017 19:19:00,2092751056,,"177.11.254.2",1
06/05/2017 19:18:00,2092750558,,"66.249.64.214",0
06/05/2017 19:15:00,2092749629,,"54.236.1.14",0
06/05/2017 19:13:00,2092748637,,"157.55.39.253",0
06/05/2017 19:03:00,2092744127,,"66.249.64.210",0
06/05/2017 19:03:00,2092744035,,"66.249.64.214",0
06/05/2017 19:03:00,2092743997,,"66.249.64.210",0
06/05/2017 19:02:00,2092743594,,"66.249.64.210",0
06/05/2017 19:00:00,2092742946,,"189.8.0.194",2
06/05/2017 18:49:00,2092738078,,"157.55.39.74",0
06/05/2017 18:48:00,2092737514,,"187.105.89.238",3
06/05/2017 18:48:00,2092737382,,"173.252.84.200",0
06/05/2017 18:47:00,2092737370,,"173.252.84.194",0
06/05/2017 18:47:00,2092737098,,"66.249.64.210",0
06/05/2017 18:47:00,2092737056,,"177.189.9.35",6
06/05/2017 18:44:00,2092735889,,"66.249.64.218",0
06/05/2017 18:40:00,2092733909,,"199.30.24.107",0
06/05/2017 18:35:00,2092731925,,"66.87.124.59",20
06/05/2017 18:34:00,2092731383,,"54.236.1.13",0
06/05/2017 18:33:00,2092730878,,"157.55.39.74",0
06/05/2017 18:33:00,2092730806,,"157.55.39.253",0
06/05/2017 18:31:00,2092730102,,"177.37.108.76",9
06/05/2017 18:31:00,2092729906,,"186.237.159.228",1
06/05/2017 18:31:00,2092729848,,"186.237.159.228",1
06/05/2017 18:31:00,2092729788,,"186.237.159.228",1
06/05/2017 18:30:00,2092729727,,"186.237.159.228",1
06/05/2017 18:30:00,2092729723,,"186.237.159.228",1
06/05/2017 18:28:00,2092728655,,"66.249.64.214",0
06/05/2017 18:27:00,2092728148,,"187.78.188.98",7
06/05/2017 18:26:00,2092727854,,"177.70.182.99",9
06/05/2017 18:20:00,2092725575,,"66.249.64.214",0
06/05/2017 18:17:00,2092724182,,"66.249.64.210",0
06/05/2017 18:00:00,2092716712,,"157.55.39.74",0
06/05/2017 18:00:00,2092716564,,"170.78.29.131",33
06/05/2017 17:58:00,2092715967,,"157.55.39.74",0
06/05/2017 17:56:00,2092714733,,"66.249.64.214",0
06/05/2017 17:55:00,2092714486,,"200.158.223.126",1
06/05/2017 17:49:00,2092712052,,"157.55.39.74",0
06/05/2017 17:48:00,2092711612,,"177.43.106.11",22
06/05/2017 17:40:00,2092708346,,"199.30.24.249",0
06/05/2017 17:40:00,2092708311,,"177.13.236.152",0
06/05/2017 17:28:00,2092703590,,"177.18.227.199",1
06/05/2017 17:26:00,2092702564,,"199.30.24.190",0
06/05/2017 17:24:00,2092701806,,"179.247.138.206",25
06/05/2017 17:20:00,2092699788,,"66.249.64.218",0
06/05/2017 17:19:00,2092699427,,"138.59.80.2",2
06/05/2017 17:19:00,2092699261,,"177.235.107.151",1
06/05/2017 17:14:00,2092697083,,"54.236.1.13",0
06/05/2017 17:10:00,2092695679,,"177.38.114.235",2
06/05/2017 17:03:00,2092692926,,"66.249.64.214",0
06/05/2017 17:02:00,2092692480,,"177.124.23.186",5
06/05/2017 17:01:00,2092692221,,"66.249.64.214",0
06/05/2017 17:01:00,2092692216,,"168.181.82.220",18
06/05/2017 16:58:00,2092690987,,"186.235.93.196",2
06/05/2017 16:54:00,2092689312,,"187.107.229.146",4
06/05/2017 16:46:00,2092685937,,"157.55.39.75",0
06/05/2017 16:45:00,2092685587,,"186.212.144.106",3
